"","x","y"
"230",3.27935,8.83357
"231",7.68973,11.0214
"232",11.198,2.05846
"233",1.91838,4.13518
"234",8.01115,5.78042
"235",8.41701,5.18704
"236",11.052,6.78158
"237",7.38647,10.2581
"238",1.87895,0.731658
"239",6.9662,4.32713
"240",6.77267,6.26241
"241",5.37014,0.989151
"242",9.6501,7.52289
"243",2.06347,10.8806
"244",5.67295,11.4501
"245",2.92238,3.25033
"246",9.86806,7.55009
"247",7.88961,6.08297
"248",8.84717,11.2342
"249",0.730707,5.46052
"250",5.07486,8.34645
"251",5.92554,1.68393
"252",2.04116,3.86657
"253",1.16504,6.27485
"254",8.88376,1.8441
"255",5.04703,10.0612
"256",8.87812,9.05629
"257",11.0574,1.10105
"258",8.65177,0.782567
"259",5.82713,1.48654
"260",10.2752,3.84644
"261",1.02469,6.64583
"262",6.66032,11.2328
"263",10.8348,2.23043
"264",7.43397,8.20671
"265",0.68456,2.35836
"266",6.00192,2.9013
"267",4.707,1.92625
"268",3.55754,1.81218
"269",3.65373,10.1571
"270",6.5115,11.0846
"271",2.99208,2.70462
"272",3.894,4.92931
"273",6.66721,10.1636
"274",6.1539,6.79169
"275",2.2399,4.04343
"276",0.942065,2.506
"277",9.93797,6.52971
"278",9.69262,6.5494
"279",9.63927,0.839811
"280",5.389,2.99214
"281",2.74567,6.71194
"282",0.636411,8.13586
"283",3.08697,7.80466
"284",0.671913,3.61702
"285",10.4104,11.0469
"286",11.0163,0.856394
"287",8.6222,5.59139
"288",9.2841,2.22831
"289",3.25574,8.12215
"290",5.40561,5.21977
"291",3.17868,2.83784
"292",7.34741,0.531262
"293",4.00161,8.83656
"294",3.42375,4.3356
"295",11.3312,7.89797
"296",3.84931,10.1591
"297",9.80281,8.5017
"298",9.3109,10.1967
"299",9.58696,10.1351
"300",0.993042,11.3786
"301",3.41221,0.544601
"302",2.9661,6.82496
"303",9.26716,9.06329
"304",8.792,6.70123
"305",8.93267,8.45347
"306",1.0204,3.38655
"307",5.71479,9.26456
"308",6.51883,2.72284
"309",10.2299,9.296
"310",7.85856,9.07568
"311",6.19758,8.28945
"312",0.965689,7.84819
"313",9.83817,8.75506
"314",4.94527,3.90387
"315",10.3667,11.2964
"316",8.32955,11.2223
"317",11.2205,3.6003
"318",6.55631,7.49023
"319",6.15685,3.02058
"320",6.27091,6.91371
"321",3.09549,9.27049
"322",5.8203,4.02186
"323",7.88191,9.05278
"324",0.640269,10.8566
"325",7.15978,7.83462
"326",1.03784,3.32733
"327",2.58222,1.68939
"328",11.1855,7.8598
"329",8.7293,8.11951
"330",3.13002,4.07133
"331",5.51505,11.3463
"332",6.94302,2.79559
"333",10.938,10.3257
"334",2.00059,0.740828
"335",7.80758,11.3545
"336",7.81929,10.9967
"337",3.2143,4.30479
"338",2.07904,6.15537
"339",2.77546,4.29135
"340",3.2323,1.94099
"341",3.24708,5.604
"342",9.94858,2.86406
"343",4.3354,11.1012
"344",1.85772,5.07112
"345",11.0387,10.1691
"346",7.87953,5.7177
"347",4.02549,8.42402
"348",7.29301,10.2168
"349",8.6119,0.782718
"350",7.18694,0.832865
"351",1.80297,5.00513
"352",0.749671,7.70727
"353",6.72076,1.75495
"354",8.58998,9.91585
"355",0.738858,4.63197
"356",10.0758,2.93709
"357",8.07718,3.8149
"358",6.17489,2.91434
"359",5.61528,4.13761
"360",7.38901,2.82578
"361",1.47068,8.43311
"362",7.07146,6.20035
"363",10.1507,8.53291
"364",7.52241,11.2969
"365",7.6747,9.05706
"366",6.78494,9.229
"367",9.31013,10.2889
"368",2.02714,5.15996
"369",4.30496,7.34737
"370",0.813889,10.461
"371",7.03401,6.19203
"372",8.75752,6.70122
"373",9.35304,3.53513
"374",5.31055,7.08731
"375",4.0209,3.52803
"376",8.88263,6.13419
"377",0.708236,6.4612
"378",7.58818,11.2875
"379",5.1671,0.929889
"380",8.61399,6.24432
"381",0.636022,5.42238
"382",2.92173,6.6873
"383",6.34788,10.2475
"384",1.41658,1.61865
"385",2.94997,11.233
"386",4.24306,5.0449
"387",11.4049,7.73754
"388",1.78904,2.70596
"389",3.24532,8.86534
"390",6.39753,5.42557
"391",11.3146,5.81243
"392",0.970668,7.76973
"393",5.68536,6.45353
"394",6.05607,10.2565
"395",10.9987,5.92187
"396",6.2799,0.98909
"397",5.83518,4.23468
"398",9.33847,2.06957
"399",6.33734,8.33247
"400",9.89424,6.14041
"401",1.70785,8.62643
"402",9.29146,4.48261
"403",5.20798,2.71084
"404",6.57479,7.3428
"405",2.06702,6.8084
"406",5.81226,1.51595
"407",8.96662,9.20092
"408",4.25177,4.86742
"409",5.64773,1.82189
"410",3.5381,7.81227
"411",1.74654,8.60645
"412",5.89408,2.03025
"413",1.83002,9.47338
"414",4.19516,3.44365
"415",3.37113,3.95562
"416",5.3341,7.3447
"417",3.51781,10.1462
"418",6.08173,10.1636
"419",5.70447,4.41099
"420",8.3553,4.46335
"421",2.88828,5.45145
"422",4.11963,4.6878
"423",8.06034,4.19159
"424",6.05111,4.81302
"425",6.2263,8.45408
"426",5.09699,5.0908
"427",4.24136,8.67821
"428",7.11635,5.22322
"429",4.2897,6.43157
"430",9.87942,1.6368
"431",7.23685,7.09804
"432",1.04729,5.50435
"433",5.15794,3.34996
"434",5.10053,3.04405
"435",2.59688,1.65403
"436",11.2694,1.10578
"437",1.08715,0.488192
"438",5.80055,1.65962
"439",11.2628,0.831931
"440",0.748143,9.69772
"441",8.07696,2.00201
"442",9.672,5.21191
"443",0.81157,9.86374
"444",8.81903,11.2758
"445",8.39991,5.6244
"446",4.88697,10.1759
"447",2.03694,0.61228
"448",0.878583,6.7967
"449",4.58855,10.9551
"450",2.97885,5.18278
"451",9.90121,6.1157
"452",1.0004,11.0474
"453",1.14196,11.0067
"454",5.76586,2.23467
"455",7.00771,10.2839
"456",9.17937,3.60652
"457",4.56554,6.14432
"458",1.08636,9.11148
"459",5.73423,5.92985
"460",9.96131,6.02899
"461",1.86882,0.917264
"462",1.00978,0.78461
"463",1.78689,10.9228
"464",0.735318,6.68506
"465",9.63293,7.48525
"466",10.0557,10.9608
"467",11.0495,2.26279
"468",5.13591,8.60879
"469",11.2076,6.93875
"470",7.59575,6.82637
"471",5.97061,3.98623
"472",0.823926,7.18596
"473",7.46723,0.979059
"474",7.23327,0.965998
"475",1.77402,6.26152
"476",8.21873,10.1991
"477",5.54802,1.8742
"478",6.85486,9.07138
"479",9.27336,10.1273
"480",1.14469,4.55406
"481",9.54047,7.58801
"482",1.61565,4.37062
"483",4.13393,2.86877
"484",8.59473,2.74
"485",8.61149,0.827691
"486",6.82113,11.257
"487",4.38716,6.1151
"488",10.0556,11.2278
"489",5.93096,2.0251
"490",7.77308,5.5995
"491",9.03696,8.33015
"492",11.1648,5.99379
"493",5.23038,8.0281
"494",5.69908,2.01696
"495",2.13146,3.68165
"496",10.982,0.676863
"497",0.859766,5.406
"498",11.3081,6.54331
"499",7.05178,10.3805
"500",7.51122,6.93036
"501",6.49397,7.15714
"502",6.21951,8.47767
"503",9.6695,9.905
"504",0.938455,3.46611
"505",2.93427,0.876344
"506",3.33398,9.29797
"507",7.18164,3.00481
"508",1.28426,9.87634
"509",1.95957,6.5166
"510",7.50997,0.970521
"511",3.84615,1.95416
"512",10.199,7.29854
"513",11.3475,2.21925
"514",5.80336,4.02303
"515",4.16994,8.92019
"516",5.51676,6.17744
"517",6.59241,9.24557
"518",4.34811,0.980006
"519",6.96581,3.65925
"520",6.91723,4.07909
"521",0.751406,0.565819
"522",9.9582,1.00121
"523",11.0821,7.02771
"524",3.15794,2.66655
"525",10.0491,6.71271
"526",7.59384,8.12923
"527",6.68853,6.99719
"528",4.10737,11.2396
"529",10.0867,4.87187
"530",4.09548,7.45906
"531",0.714574,10.825
"532",7.39699,0.846028
"533",8.23556,2.66866
"534",0.686206,6.51232
"535",5.25452,5.12018
"536",2.35563,10.2484
"537",6.02501,8.06837
"538",11.0496,11.3765
"539",4.29178,6.10908
"540",11.3313,0.766784
"541",7.46255,10.0093
"542",10.011,0.653141
"543",6.77429,1.50984
"544",8.76309,11.3963
"545",5.72747,9.22524
"546",6.16514,10.3209
"547",5.18314,10.1724
"548",6.39826,5.05446
"549",11.2427,6.93778
"550",10.2621,3.02039
"551",6.86318,1.84863
"552",1.1379,0.982897
"553",0.568966,4.33316
"554",3.03921,6.99471
"555",2.09246,11.0256
"556",4.49851,6.26881
"557",6.50075,7.09297
"558",8.27612,10.1516
"559",8.83903,8.79417
"560",4.03853,0.631229
"561",9.30683,4.49029
"562",0.733978,8.25992
"563",11.2838,8.89251
"564",4.51794,4.07998
"565",4.08056,4.72797
"566",3.68749,8.15575
"567",9.14885,7.08701
"568",4.19277,1.29394
"569",6.28023,8.44492
"570",7.09549,8.22584
"571",7.27379,5.00209
"572",0.826942,2.3178
"573",6.41082,7.18996
"574",5.13564,2.7162
"575",7.79722,9.08398
"576",5.61453,11.4404
"577",10.4072,3.97495
"578",0.917854,2.29916
"579",3.24743,5.35851
"580",9.88007,2.78833
"581",8.81492,5.69988
"582",7.51249,9.96659
"583",6.47362,9.17295
"584",3.17724,2.96226
"585",8.99636,3.24127
"586",11.351,11.1083
"587",2.30963,5.04828
"588",2.86488,10.2477
"589",4.19697,9.49116
"590",7.51177,6.91533
"591",4.20491,5.09598
"592",4.53304,0.61512
"593",7.73745,7.4155
"594",8.86839,11.1144
"595",1.72063,8.36857
"596",4.40276,3.31098
"597",3.14777,9.61066
"598",4.09686,5.18098
"599",7.62108,7.18136
"600",7.64733,0.970017
"601",2.31693,10.928
"602",11.049,3.31052
"603",10.4912,4.22143
"604",2.70965,3.00963
"605",5.53038,9.22197
"606",6.53366,5.12285
"607",8.31339,3.15688
"608",9.72105,0.832639
"609",0.772671,0.590194
"610",1.98174,9.42864
"611",7.34603,0.870711
"612",2.24941,5.193
"613",3.32006,11.3473
"614",6.97414,6.51059
"615",3.35665,7.92411
"616",11.1218,4.78039
"617",6.87525,6.08376
"618",6.42042,7.32279
"619",2.06488,4.28361
"620",2.13575,7.56289
"621",0.922618,11.1541
"622",4.66324,4.38138
"623",5.28307,5.0392
"624",0.724172,6.79466
"625",3.45504,5.61138
"626",2.09799,2.93446
"627",10.2449,5.1688
"628",1.51694,8.71171
"629",7.42593,5.0521
"630",4.75336,10.0604
"631",2.16206,9.3473
"632",1.14615,2.2853
"633",11.2431,11.0528
"634",11.2709,11.2664
"635",1.86641,3.19102
"636",4.12583,5.37515
"637",8.44467,2.69116
"638",3.14074,9.07166
"639",11.1722,4.65445
"640",3.93368,3.15765
"641",9.61471,6.28593
"642",11.1589,3.73942
"643",3.99837,7.17214
"644",0.862514,10.7176
"645",6.45927,10.1948
"646",0.586915,4.64632
"647",3.16285,6.7498
"648",0.809741,1.06508
"649",3.26417,11.1976
"650",10.0745,8.8492
"651",1.74836,11.2842
"652",9.19826,2.07622
"653",9.01099,4.61053
"654",8.75526,1.01879
"655",10.7506,0.864797
"656",3.88182,10.2401
"657",0.776644,10.4631
"658",0.936433,5.50593
"659",8.97033,4.29756
"660",11.4619,9.27563
"661",11.0439,9.3399
"662",7.9196,1.76857
"663",0.71503,3.50057
"664",6.24177,8.17708
"665",9.00905,9.51489
"666",11.3238,3.35701
"667",11.1094,10.691
"668",8.60236,8.26773
"669",4.52992,5.11032
"670",11.2624,4.74686
"671",3.318,10.9387
"672",4.34477,8.69356
"673",4.15361,8.74501
"674",4.21399,9.01391
"675",8.61599,6.87679
"676",3.50633,4.45018
"677",10.1881,11.0785
"678",7.69891,11.1329
"679",10.2485,7.63233
"680",9.12075,3.16666
"681",2.06745,3.935
"682",3.23677,8.67925
"683",5.54052,4.26029
"684",9.321,3.30439
"685",8.82452,5.98983
"686",5.30176,7.10492
"687",5.23485,7.44675
"688",11.2847,4.6321
"689",5.8819,10.0491
"690",0.887621,2.08429
"691",3.21831,5.96554
"692",1.02337,3.40069
"693",11.2503,7.02071
"694",2.50041,10.3153
"695",8.24837,10.2427
"696",2.16292,2.82607
"697",6.42033,4.12208
"698",2.76937,2.95748
"699",10.0249,6.23864
"700",4.17679,10.9007
"701",3.28819,7.90389
"702",9.43269,0.845962
"703",10.9513,9.77428
"704",2.15455,7.65498
"705",3.23881,5.68218
"706",8.93414,3.5536
"707",10.0507,8.93858
"708",10.2667,8.49981
"709",5.43948,9.10325
"710",5.49133,11.1467
"711",0.621861,4.72386
"712",3.95525,2.95399
"713",10.0588,2.95951
"714",4.98398,10.2931
"715",4.528,11.1406
"716",11.2768,9.89409
"717",10.1548,2.89877
"718",0.730728,8.80598
"719",5.34358,7.13673
"720",11.259,11.1846
"721",9.2235,3.30514
"722",5.59553,6.43153
"723",2.88289,11.1799
"724",11.3848,4.40881
"725",0.684911,2.20964
"726",4.18713,1.0016
"727",5.40006,6.99131
"728",8.3536,4.93864
"729",10.4259,5.26112
"730",2.39173,2.0658
"731",4.79748,1.6193
"732",6.58159,11.2787
"733",8.27624,2.83055
"734",8.77558,8.14272
"735",5.26654,5.06857
"736",5.50792,6.19814
"737",7.90483,11.1012
"738",10.9653,9.81888
"739",6.41253,1.63986
"740",1.85974,5.18803
"741",4.31828,0.820859
"742",4.26241,10.8949
"743",8.30175,4.88263
"744",6.09633,8.35591
"745",5.34467,3.18935
"746",9.71787,0.820005
"747",2.23019,0.815126
"748",0.648381,9.89844
"749",11.1191,11.086
"750",2.78148,0.930607
"751",6.56326,5.05535
"752",7.19103,8.33621
"753",4.73088,6.16539
"754",4.35949,4.02326
"755",10.3156,4.08476
"756",7.9059,4.02803
"757",4.45385,6.04089
"758",1.90798,11.3767
"759",6.85789,1.82659
"760",0.605247,9.90157
"761",8.541,10.018
"762",7.29586,4.63756
"763",1.81305,8.78023
"764",6.34048,10.2237
"765",11.2027,9.0388
"766",4.34253,9.07708
"767",8.54933,2.91281
"768",8.49824,9.03888
"769",3.21465,0.859777
"770",9.78804,0.663482
"771",5.67808,0.669037
"772",7.62867,4.89648
"773",5.1954,7.25978
"774",10.4195,4.08002
"775",3.20379,6.71421
"776",6.82812,9.21514
"777",7.76387,11.1375
"778",6.67644,7.12325
"779",0.878264,2.11067
"780",11.1813,0.859957
"781",5.75077,9.28894
"782",6.69138,4.07213
"783",9.90774,7.42678
"784",0.759737,3.49983
"785",0.916052,9.93567
"786",8.69472,6.97766
"787",5.21554,5.15186
"788",5.06728,8.07233
"789",1.96865,4.92668
"790",7.70444,8.9895
"791",9.01362,11.1196
"792",3.17333,11.3486
"793",10.0158,2.92666
"794",5.20974,0.75167
"795",5.24231,7.06941
"796",1.01765,10.9607
"797",5.28548,3.01307
"798",6.43025,6.75239
"799",2.25442,6.31445
"800",4.40345,8.43357
"801",2.02198,8.78806
"802",0.932416,0.922471
"803",8.0663,1.77648
"804",7.22541,2.53989
"805",8.73293,1.17356
"806",7.16576,8.18472
"807",4.866,10.1913
"808",0.92282,2.10981
"809",2.86482,5.50537
"810",6.60765,0.593939
"811",1.33975,4.40156
"812",1.96349,9.61368
"813",6.79258,2.07679
"814",0.782136,1.00136
"815",3.06459,3.1658
"816",10.3634,6.48676
"817",7.42222,3.00658
"818",3.33782,6.82739
"819",5.15486,10.1577
"820",11.2348,9.46922
"821",4.17724,7.40507
"822",9.12408,4.36744
"823",5.39686,9.93668
"824",9.46678,0.732998
"825",2.03975,11.1182
"826",11.1372,5.97528
"827",5.41263,8.18378
"828",4.895,8.46683
"829",5.5574,1.07496
"830",9.20888,8.59001
"831",10.8999,5.88198
"832",6.08757,5.32766
"833",11.1197,7.0143
"834",1.7521,2.61746
"835",3.09631,0.938585
"836",11.1065,10.2686
"837",8.2748,3.9149
"838",3.32156,0.832883
"839",11.2352,7.90087
"840",0.910073,9.18214
"841",10.0027,1.67005
"842",6.42751,2.71229
"843",9.12004,8.0086
"844",2.15968,6.16809
"845",8.74753,7.1986
"846",2.82328,10.3005
"847",11.2829,9.25481
"848",8.60146,5.01607
"849",0.652672,10.0286
"850",6.25624,1.02629
"851",4.01502,6.21927
"852",7.28501,4.7229
"853",11.0251,3.47345
"854",7.9443,5.63997
"855",11.3394,1.00542
"856",0.816804,6.88182
"857",4.09013,3.08884
"858",4.26164,0.850056
"859",11.444,9.36303
"860",11.1463,3.75994
"861",10.0483,2.90603
"862",9.81494,2.59135
"863",6.66895,11.2278
"864",1.81508,6.05899
"865",2.75425,3.16562
"866",2.13198,4.07845
"867",10.2969,9.52143
"868",0.975971,5.9002
"869",1.95186,11.1334
"870",3.23054,8.99562
"871",3.1754,9.1057
"872",2.97688,10.3585
"873",8.29882,2.96088
"874",8.58006,5.76695
"875",8.8173,6.96813
"876",9.1976,4.47638
"877",1.93848,0.988294
"878",4.07196,8.93057
"879",2.80402,10.044
"880",11.0014,10.892
"881",7.26931,0.906251
"882",10.8914,8.15895
"883",2.62975,10.2039
"884",1.02023,8.56241
"885",2.244,0.826831
"886",1.92274,7.19651
"887",7.45236,3.74713
"888",8.3115,10.0117
"889",7.33533,7.90561
"890",8.9469,6.85266
"891",7.56115,0.806657
"892",11.3251,7.91129
"893",6.11063,5.27466
"894",3.11838,5.58984
"895",7.79722,7.07283
"896",10.168,8.82974
"897",9.86548,0.788044
"898",11.0224,7.85202
"899",6.75999,11.1511
"900",3.2382,11.2419
"901",4.76186,3.99479
"902",3.92442,7.51252
"903",4.26208,7.65317
"904",0.984248,1.84322
"905",0.858604,3.43543
"906",3.71366,1.98674
"907",8.08962,11.2815
"908",7.16322,8.3352
"909",4.18367,1.94558
"910",8.14415,3.06017
"911",5.7667,6.2333
"912",9.56337,9.61661
"913",4.37686,3.75518
"914",5.99684,4.04955
"915",1.10101,4.53634
"916",4.2913,7.34337
"917",7.16565,3.07073
"918",2.09707,8.75576
"919",11.1485,1.81059
"920",4.07384,8.00918
"921",1.68508,6.48522
"922",6.11935,2.50981
"923",4.79906,3.76109
"924",5.19857,0.763241
"925",1.02008,3.72471
"926",4.50396,11.2013
"927",5.52641,6.18244
"928",1.71662,1.70287
"929",1.0822,7.58469
"930",8.84234,7.65093
"931",3.90959,1.03169
"932",7.75695,9.50359
"933",9.62398,7.53981
"934",0.846437,8.75143
"935",3.08239,4.15863
"936",0.768283,2.40031
"937",7.07015,4.21869
"938",3.1729,2.95893
"939",10.0897,3.80281
"940",11.2735,2.20592
"941",8.12241,1.78334
"942",10.9859,0.765486
"943",6.18899,8.44382
"944",1.04462,7.7032
"945",4.18962,9.18683
"946",2.66083,4.1506
"947",10.0438,3.0539
"948",3.9265,7.0869
"949",5.3848,10.9396
"950",7.81465,11.0331
"951",0.910675,3.36231
"952",8.5954,8.36278
"953",0.930537,10.1015
"954",8.90212,4.59613
"955",4.29028,6.00548
"956",3.00197,5.77934
"957",9.89813,4.90801
"958",6.46902,11.1599
"959",11.0727,4.54893
"960",11.3731,9.00209
"961",10.9016,6.87299
"962",11.0286,7.84599
"963",4.13674,7.76291
"964",5.55599,6.3731
"965",7.50387,6.88483
"966",10.3433,9.15174
"967",10.1397,1.57871
"968",9.08272,3.46488
"969",0.712546,11.0663
"970",1.58595,3.12438
"971",6.44453,10.057
"972",4.66283,6.14356
"973",10.3126,1.5252
"974",8.28514,0.888012
"975",1.06006,5.42981
"976",7.75196,1.89558
"977",7.79184,9.01333
"978",2.5908,10.2626
"979",2.00125,7.67031
"980",4.38787,4.99047
"981",11.0911,10.259
"982",5.74443,6.3509
"983",4.49748,6.16633
"984",2.01904,0.873114
"985",8.35886,10.2844
"986",5.42346,0.622119
"987",4.11118,0.72338
"988",1.62991,1.49841
"989",6.3033,7.21343
"990",10.564,5.88181
"991",10.453,10.241
"992",2.70743,9.96285
"993",3.47477,11.3776
"994",2.23439,2.6825
"995",8.92567,7.0394
"996",11.312,7.47244
"997",4.3776,10.9011
"998",10.8846,6.97132
"999",9.09708,3.2567
"1000",0.960149,1.05497
"1001",0.763536,0.874265
"1002",2.89304,10.0431
"1003",5.57856,9.00407
"1004",3.2984,3.92146
"1005",9.09862,1.95461
"1006",4.41014,4.10045
"1007",1.03541,7.4925
"1008",9.10953,7.83984
"1009",4.65722,6.15607
"1010",6.25995,7.32478
"1011",2.82928,1.85972
"1012",10.2979,2.88844
"1013",9.91373,7.35635
"1014",3.01188,4.54531
"1015",7.98388,6.20059
"1016",4.88469,10.1408
"1017",3.05385,8.04375
"1018",9.96494,8.23598
"1019",0.744343,0.87436
"1020",6.93289,2.85555
"1021",4.3673,0.840758
"1022",5.07583,4.99796
"1023",4.16912,2.01753
"1024",7.20763,2.79963
"1025",4.34115,2.84996
"1026",3.34978,3.50911
"1027",5.44921,0.661402
"1028",6.07117,8.22625
"1029",7.63498,6.82565
"1030",0.83487,1.09533
"1031",3.90167,10.3716
"1032",8.54994,0.807975
"1033",7.50359,0.843065
"1034",2.54476,10.4629
"1035",2.35321,10.5114
"1036",7.97059,1.99005
"1037",2.87332,3.04911
"1038",1.26407,5.69799
"1039",7.1945,8.27983
"1040",3.07772,5.31287
"1041",6.75749,8.9888
"1042",8.63757,1.83269
"1043",10.1386,8.7488
"1044",5.26555,9.17197
"1045",6.70717,1.82212
"1046",1.65688,5.1223
"1047",2.96489,3.14893
"1048",5.66983,0.501312
"1049",5.26843,5.13183
"1050",2.64701,1.77089
"1051",4.0669,9.29965
"1052",3.90196,2.3146
"1053",10.0907,8.56253
"1054",10.0235,8.52068
"1055",11.2152,3.56935
"1056",10.8705,7.76834
"1057",10.2517,8.75429
"1058",3.02813,8.92231
"1059",7.47561,11.1862
"1060",1.71114,8.55887
"1061",3.15768,0.94845
"1062",6.35349,10.167
"1063",0.813109,10.9474
"1064",7.00246,6.20903
"1065",5.14938,2.7733
"1066",5.61207,0.792797
"1067",11.4042,0.817815
"1068",4.85165,4.91419
"1069",6.83317,11.376
"1070",7.08586,0.679136
"1071",11.0851,6.49349
"1072",8.20322,10.3364
"1073",4.09897,0.848914
"1074",6.83459,5.95995
