"","V1"
"1",0.897147
"2",0.821463
"3",0.1165
"4",0.360893
"5",0.233278
"6",0.33656
"7",0.911703
"8",0.44242
"9",0.536942
"10",0.628203
"11",0.77832
"12",0.348404
"13",0.809138
"14",0.631173
"15",0.921153
"16",0.610578
"17",0.86023
"18",0.40343
"19",0.535612
"20",0.731836
"21",0.444185
"22",0.637368
"23",0.301625
"24",0.198208
"25",0.867952
"26",0.525631
"27",0.279801
"28",0.370696
"29",0.345014
"30",0.484554
"31",0.754984
"32",0.314151
"33",0.360892
"34",0.701893
"35",0.577935
"36",0.639567
"37",0.201609
"38",0.961929
"39",0.673823
"40",0.518349
"41",0.447322
"42",0.874403
"43",0.783321
"44",0.471647
"45",0.67208
"46",0.297663
"47",0.568281
"48",0.449368
"49",0.334125
"50",0.517818
"51",0.246805
"52",0.128277
"53",0.405289
"54",0.482614
"55",0.752563
"56",0.893047
"57",0.419197
"58",0.398129
"59",0.598839
"60",0.232745
"61",0.346796
"62",0.612285
"63",0.546959
"64",0.766463
"65",0.500574
"66",0.25073
"67",0.45272
"68",0.570241
"69",0.924263
"70",0.336966
"71",0.766944
"72",0.392066
"73",0.299151
"74",0.327927
"75",0.491473
"76",0.227564
"77",0.628203
"78",0.147714
"79",0.283042
"80",0.487706
"81",0.569961
"82",0.654177
"83",0.317525
"84",0.813942
"85",0.905958
"86",0.226011
"87",0.29058
"88",0.466596
"89",0.88592
"90",0.454907
"91",0.840137
"92",0.844811
"93",0.176071
"94",0.504541
"95",0.358836
"96",0.273736
"97",0.646922
"98",0.401609
"99",0.280651
"100",0.185295
"101",0.345706
"102",0.607056
"103",0.397273
"104",0.51884
"105",0.309466
"106",0.893086
"107",0.343124
"108",0.397636
"109",0.49999
"110",0.392205
"111",0.281815
"112",0.391497
"113",0.323633
"114",0.413648
"115",0.666248
"116",0.309402
"117",0.334507
"118",0.525091
"119",0.616684
"120",0.446508
"121",0.494134
"122",0.245198
"123",0.281865
"124",0.86023
"125",0.386477
"126",0.371659
"127",0.542724
"128",0.767645
"129",0.187772
"130",0.933986
"131",0.674636
"132",0.486812
"133",0.262951
"134",0.432405
"135",0.857245
"136",0.200457
"137",0.425894
"138",0.371927
"139",0.445847
"140",0.443759
"141",0.256876
"142",0.444666
"143",0.63526
"144",0.314694
"145",0.283919
"146",0.903537
"147",0.467062
"148",0.654177
"149",0.509989
"150",0.818589
"151",0.446439
"152",0.424713
"153",0.230521
"154",0.426257
"155",0.841257
"156",0.666883
"157",0.334615
"158",0.239762
"159",0.360892
"160",0.258259
"161",0.926612
"162",0.536276
"163",0.387753
"164",0.995305
"165",0.685553
"166",0.748788
"167",0.400968
"168",0.527679
"169",0.445399
"170",0.19045
"171",0.214631
"172",0.585167
"173",0.844811
"174",0.396953
"175",0.264135
"176",0.360221
"177",0.373386
"178",0.667655
"179",0.434096
"180",0.171438
"181",0.933998
"182",0.45816
"183",0.434901
"184",0.307115
"185",0.463112
"186",0.408797
"187",0.22782
"188",0.146669
"189",0.362817
"190",0.435568
"191",0.944526
"192",0.483718
"193",0.754984
"194",0.459299
"195",0.353672
"196",0.178913
"197",0.667996
"198",0.760964
"199",0.299868
"200",0.321691
"201",0.168238
"202",0.878294
"203",0.321298
"204",0.384455
"205",0.731426
"206",0.217946
"207",0.189899
"208",0.098392
"209",0.488384
"210",0.281574
"211",0.842113
"212",0.269871
"213",0.700911
"214",0.178511
"215",0.293126
"216",0.446508
"217",0.529341
