"","V1"
"1",0.991281
"2",0.987728
"3",0.927095
"4",0.929343
"5",0.999836
"6",0.977194
"7",0.995072
"8",0.934101
"9",0.982462
"10",0.992526
"11",0.971888
"12",0.951009
"13",0.994728
"14",0.972641
"15",0.963084
"16",0.987744
"17",0.991907
"18",0.998551
"19",0.958525
"20",0.997437
"21",0.974082
"22",0.968999
"23",0.999375
"24",0.906066
"25",0.967721
"26",0.915905
"27",0.821799
"28",0.999814
"29",0.954556
"30",0.991772
"31",0.930062
"32",0.998077
"33",0.95409
"34",0.942958
"35",0.991862
"36",0.939376
"37",0.998856
"38",0.939873
"39",0.99026
"40",0.990005
"41",0.973338
"42",0.961999
"43",0.980482
"44",0.881322
"45",0.991676
"46",0.969551
"47",0.996106
"48",0.993744
"49",0.97667
"50",0.961385
"51",0.984719
"52",0.978973
"53",0.994512
"54",0.955842
"55",0.987478
"56",0.979487
"57",0.970334
"58",0.986283
"59",0.99929
"60",0.985369
"61",0.975222
"62",0.976657
"63",0.999211
"64",0.984793
"65",0.979211
"66",0.990623
"67",0.926434
"68",0.997122
"69",0.991788
"70",0.983408
"71",0.932637
"72",0.980528
"73",0.809626
"74",0.9996
"75",0.990547
"76",0.996168
"77",0.992526
"78",0.865796
"79",0.994184
"80",0.979613
"81",0.981208
"82",0.944907
"83",0.999996
"84",0.983206
"85",0.990805
"86",0.9978
"87",0.991464
"88",0.989713
"89",0.989205
"90",0.992306
"91",0.989277
"92",0.998123
"93",0.918915
"94",0.979761
"95",0.996566
"96",0.997166
"97",0.982689
"98",0.992861
"99",0.988207
"100",0.995039
"101",0.999487
"102",0.9774
"103",0.992194
"104",0.993551
"105",0.997664
"106",0.999501
"107",0.932272
"108",0.997243
"109",0.963049
"110",0.986473
"111",0.97423
"112",0.998784
"113",0.963627
"114",0.995504
"115",0.965579
"116",0.991429
"117",0.967554
"118",0.90327
"119",0.857158
"120",0.990629
"121",0.969746
"122",0.899109
"123",0.994123
"124",0.991907
"125",0.991158
"126",0.968751
"127",0.998951
"128",0.966653
"129",0.980492
