"","V1"
"1",0.999769
"2",0.998493
"3",0.974445
"4",0.941611
"5",0.983999
"6",0.996784
"7",0.977787
"8",0.889152
"9",0.993892
"10",0.977085
"11",0.996824
"12",0.991363
"13",0.957741
"14",0.999476
"15",0.982986
"16",0.996453
"17",0.994679
"18",0.976707
"19",0.9903
"20",0.94178
"21",0.993489
"22",0.998096
"23",0.937332
"24",0.982986
"25",0.948254
"26",0.982434
"27",0.905961
"28",0.996276
"29",0.946884
"30",0.997246
"31",0.8717
"32",0.997551
"33",0.997474
"34",0.990938
"35",0.992567
"36",0.924895
"37",0.981249
"38",0.9308
"39",0.949091
"40",0.983778
"41",0.984472
"42",0.994799
"43",0.988025
"44",0.997675
"45",0.997258
"46",0.86653
"47",0.999547
"48",0.986686
"49",0.968406
"50",0.994421
"51",0.945165
"52",0.963187
"53",0.869443
"54",0.983205
"55",0.982127
"56",0.988046
"57",0.999067
"58",0.99791
"59",0.939043
"60",0.985724
"61",0.970206
"62",0.994897
"63",0.985037
"64",0.961396
"65",0.996412
"66",0.973151
"67",0.974018
"68",0.957352
"69",0.937504
"70",0.935667
"71",0.99418
"72",0.935667
"73",0.987207
"74",0.935915
"75",0.925165
"76",0.998033
"77",0.978069
"78",0.993021
"79",0.968911
"80",0.96765
"81",0.996805
"82",0.994829
"83",0.974657
"84",0.996898
"85",0.993992
"86",0.955918
"87",0.986383
"88",0.997393
"89",0.996779
"90",0.981663
"91",0.979682
"92",0.958964
"93",0.976115
"94",0.87882
"95",0.928138
"96",0.996931
"97",0.931305
"98",0.860546
"99",0.991548
"100",0.966211
"101",0.972016
"102",0.975035
"103",0.960016
"104",0.99649
"105",0.982186
"106",0.848047
"107",0.991139
"108",0.921015
"109",0.993625
"110",0.88405
"111",0.994868
"112",0.978039
"113",0.895465
"114",0.8717
"115",0.985611
"116",0.935667
"117",0.95592
"118",0.855207
"119",0.997399
"120",0.983861
"121",0.896837
"122",0.976137
"123",0.937734
"124",0.998918
"125",0.996376
"126",0.862511
"127",0.92684
"128",0.980531
"129",0.998991
"130",0.942414
"131",0.985023
"132",0.997976
"133",0.970751
"134",0.979851
"135",0.997538
"136",0.988814
"137",0.927115
"138",0.994293
"139",0.982058
"140",0.991363
"141",0.89483
"142",0.966074
"143",0.98375
"144",0.997697
"145",0.988132
"146",0.941309
"147",0.99267
"148",0.957472
"149",0.948253
"150",0.998564
"151",0.999739
"152",0.984283
"153",0.99584
"154",0.936198
"155",0.986652
"156",0.972937
"157",0.954121
"158",0.956515
"159",0.993827
"160",0.973912
"161",0.957784
"162",0.906639
"163",0.973531
"164",0.968169
"165",0.985683
"166",0.985416
"167",0.998096
"168",0.996376
"169",0.99581
"170",0.99885
"171",0.974357
"172",0.992769
"173",0.995442
"174",0.963573
"175",0.935821
"176",0.995905
"177",0.794566
"178",0.993981
"179",0.890721
"180",0.863063
"181",0.974357
"182",0.642092
"183",0.993982
"184",0.982397
"185",0.988663
"186",0.990709
"187",0.966695
"188",0.978186
"189",0.99942
"190",0.992216
"191",0.990181
"192",0.9815
"193",0.989978
"194",0.99767
"195",0.953606
"196",0.983057
"197",0.907654
"198",0.984363
"199",0.98405
"200",0.863476
"201",0.994897
"202",0.976788
"203",0.992339
"204",0.970828
"205",0.972296
"206",0.961684
"207",0.999211
"208",0.979306
"209",0.986028
"210",0.987495
"211",0.973865
"212",0.997028
"213",0.911168
"214",0.998808
"215",0.96589
"216",0.973696
"217",0.957134
"218",0.957249
"219",0.976996
"220",0.964873
"221",0.977057
"222",0.973816
"223",0.988182
"224",0.997747
"225",0.912022
"226",0.994842
"227",0.991298
"228",0.990017
"229",0.997713
"230",0.954024
"231",0.982784
"232",0.897441
"233",0.94931
"234",0.980863
"235",0.891597
"236",0.985879
"237",0.997728
"238",0.996254
"239",0.87502
"240",0.995214
"241",0.996584
"242",0.982319
"243",0.935667
"244",0.982616
"245",0.979211
"246",0.999203
"247",0.993244
"248",0.987324
"249",0.973144
"250",0.987643
"251",0.991968
"252",0.970831
"253",0.788842
"254",0.988909
"255",0.968141
"256",0.984363
"257",0.948615
"258",0.993693
"259",0.989061
"260",0.954932
"261",0.992163
"262",0.969409
"263",0.992205
"264",0.998516
"265",0.963983
"266",0.972984
"267",0.94635
"268",0.920208
"269",0.994486
"270",0.99345
"271",0.958967
"272",0.969274
"273",0.972467
"274",0.927115
"275",0.996527
"276",0.972908
"277",0.915365
"278",0.97731
"279",0.999417
"280",0.999788
"281",0.953682
"282",0.997993
"283",0.934185
"284",0.997376
"285",0.986421
"286",0.993382
"287",0.99723
"288",0.930363
"289",0.990379
"290",0.862189
"291",0.978412
"292",0.997105
"293",0.999952
"294",0.978074
"295",0.941392
"296",0.990634
"297",0.937818
"298",0.989044
"299",0.989088
"300",0.984104
"301",0.99867
"302",0.990528
"303",0.976137
"304",0.93406
"305",0.772754
"306",0.929135
"307",0.97873
"308",0.994293
"309",0.957778
"310",0.997574
"311",0.976219
"312",0.997406
"313",0.98686
"314",0.979965
"315",0.958338
"316",0.869735
"317",0.980382
"318",0.978141
"319",0.992287
"320",0.942869
"321",0.863063
"322",0.955297
"323",0.996428
"324",0.764117
"325",0.967258
"326",0.997761
"327",0.976707
"328",0.941566
"329",0.995379
"330",0.996191
"331",0.993229
"332",0.982393
"333",0.988315
"334",0.953932
"335",0.999716
"336",0.994469
"337",0.900462
"338",0.97731
"339",0.96805
"340",0.998917
"341",0.99575
"342",0.891404
"343",0.970219
"344",0.990215
"345",0.977169
"346",0.998638
"347",0.983037
"348",0.983167
"349",0.947199
"350",0.893491
"351",0.945112
"352",0.993458
"353",0.996287
"354",0.970807
"355",0.964022
"356",0.938899
"357",0.996609
"358",0.977762
"359",0.996584
"360",0.987012
"361",0.998869
