"","V1"
"1",0.691018
"2",0.292895
"3",0.611815
"4",0.773413
"5",0.316019
"6",0.742739
"7",0.955613
"8",0.829223
"9",0.415753
"10",0.458427
"11",0.670933
"12",0.709462
"13",0.3477
"14",0.651965
"15",0.576089
"16",0.441185
"17",0.651381
"18",0.09097
"19",0.296709
"20",0.340306
"21",0.257081
"22",0.615028
"23",0.832347
"24",0.776806
"25",0.319124
"26",0.336607
"27",0.292677
"28",0.291038
"29",0.219801
"30",0.889905
"31",0.172491
"32",0.373913
"33",0.164508
"34",0.89785
"35",0.468512
"36",0.469424
"37",0.294333
"38",0.380343
"39",0.458484
"40",0.450829
"41",0.411402
"42",0.495912
"43",0.453468
"44",0.552432
"45",0.250548
"46",0.699327
"47",0.918222
"48",0.655838
"49",0.790346
"50",0.324471
"51",0.375505
"52",0.901953
"53",0.675255
"54",0.393475
"55",0.387381
"56",0.866671
"57",0.330262
"58",0.315697
"59",0.30045
"60",0.596433
"61",0.380878
"62",0.475954
"63",0.830391
"64",0.326766
"65",0.709437
"66",0.236525
"67",0.318996
"68",0.286503
"69",0.21801
"70",0.436978
"71",0.433592
"72",0.436978
"73",0.403072
"74",0.793962
"75",0.842321
"76",0.905157
"77",0.286831
"78",0.423426
"79",0.41214
"80",0.72834
"81",0.304777
"82",0.289388
"83",0.297557
"84",0.422025
"85",0.325257
"86",0.247053
"87",0.747524
"88",0.898686
"89",0.432085
"90",0.0947097
"91",0.474098
"92",0.750046
"93",0.34076
"94",0.382127
"95",0.601682
"96",0.665274
"97",0.783897
"98",0.610361
"99",0.331806
"100",0.274739
"101",0.366087
"102",0.41809
"103",0.523968
"104",0.507645
"105",0.489226
"106",0.666565
"107",0.27861
"108",0.838713
"109",0.911179
"110",0.644138
"111",0.29339
"112",0.698226
"113",0.524573
"114",0.172491
"115",0.41851
"116",0.436978
"117",0.878436
"118",0.199607
"119",0.907701
"120",0.196608
"121",0.963248
"122",0.291107
"123",0.876689
"124",0.464587
"125",0.925487
"126",0.484454
"127",0.284377
"128",0.42238
"129",0.921466
"130",0.896379
"131",0.972215
"132",0.47018
"133",0.549912
"134",0.614358
"135",0.487684
"136",0.688585
"137",0.440013
"138",0.438323
"139",0.673546
"140",0.709462
"141",0.790459
"142",0.533182
"143",0.823162
"144",0.91858
"145",0.896966
"146",0.881437
"147",0.215186
"148",0.513592
"149",0.33013
"150",0.679039
"151",0.923354
"152",0.70742
"153",0.395753
"154",0.32103
"155",0.109187
"156",0.974695
"157",0.706282
"158",0.0689958
"159",0.284795
"160",0.345529
"161",0.736714
"162",0.450963
"163",0.837939
"164",0.204059
"165",0.614632
"166",0.651821
"167",0.615028
"168",0.925487
"169",0.28529
"170",0.273626
"171",0.286075
"172",0.962719
"173",0.987533
"174",0.849614
"175",0.791403
"176",0.168722
"177",0.0505863
"178",0.452641
"179",0.462029
"180",0.168911
"181",0.286075
"182",0.0617745
"183",0.693241
"184",0.302921
"185",0.457669
"186",0.83834
"187",0.311475
"188",0.255546
"189",0.158031
"190",0.933752
"191",0.810307
"192",0.277387
"193",0.460513
"194",0.426224
"195",0.077296
"196",0.156618
"197",0.86532
"198",0.672962
"199",0.697346
"200",0.239873
