"","V1"
"1340",14
"1341",6
"1342",46
"1343",44
"1344",21
"1345",85
"1346",38
"1347",72
"1348",66
"1349",65
"1350",56
"1351",86
"1352",51
"1353",73
"1354",16
"1355",40
"1356",14
"1357",41
"1358",22
"1359",28
"1360",69
"1361",64
"1362",6
"1363",93
"1364",61
"1365",52
"1366",26
"1367",24
"1368",77
"1369",17
"1370",8
"1371",72
"1372",98
"1373",28
"1374",12
"1375",4
"1376",47
"1377",48
"1378",18
"1379",40
"1380",93
"1381",57
"1382",93
"1383",33
"1384",8
"1385",20
"1386",14
"1387",48
"1388",50
"1389",54
"1390",54
"1391",69
"1392",40
"1393",77
"1394",89
"1395",33
"1396",63
"1397",62
"1398",95
"1399",90
"1400",52
"1401",92
"1402",98
"1403",83
"1404",65
"1405",30
"1406",97
"1407",3
"1408",8
"1409",8
"1410",87
"1411",56
"1412",75
"1413",45
"1414",9
"1415",17
"1416",53
"1417",62
"1418",24
"1419",80
"1420",4
"1421",36
"1422",24
"1423",63
"1424",56
"1425",74
"1426",77
"1427",25
"1428",22
"1429",21
"1430",6
"1431",23
"1432",96
"1433",30
"1434",38
"1435",81
"1436",19
"1437",15
"1438",91
"1439",39
"1440",24
"1441",36
"1442",40
"1443",66
"1444",75
"1445",21
"1446",67
"1447",15
"1448",33
"1449",80
"1450",35
"1451",35
"1452",82
"1453",56
"1454",3
"1455",35
"1456",27
"1457",68
"1458",75
"1459",44
"1460",56
"1461",3
"1462",27
"1463",57
"1464",52
"1465",66
"1466",78
"1467",96
"1468",35
"1469",92
"1470",3
"1471",15
"1472",25
"1473",81
"1474",16
"1475",71
"1476",60
"1477",4
"1478",74
"1479",77
"1480",51
"1481",96
"1482",26
"1483",46
"1484",3
"1485",30
"1486",100
"1487",88
"1488",98
"1489",68
"1490",84
"1491",21
"1492",43
"1493",44
"1494",11
"1495",48
"1496",28
"1497",62
"1498",42
"1499",4
"1500",87
"1501",81
"1502",60
"1503",68
"1504",44
"1505",92
"1506",50
"1507",24
"1508",68
"1509",68
"1510",97
"1511",84
"1512",12
"1513",85
"1514",33
"1515",7
"1516",99
"1517",19
"1518",55
"1519",85
"1520",86
"1521",60
"1522",42
"1523",65
"1524",10
"1525",43
"1526",10
"1527",35
"1528",84
"1529",89
"1530",65
"1531",39
"1532",48
"1533",38
"1534",68
"1535",42
"1536",22
"1537",42
"1538",27
"1539",39
"1540",73
"1541",13
"1542",30
"1543",40
"1544",6
"1545",69
"1546",98
"1547",98
